FinInst,Quarter,Total.Assets,Total.Assets.,Loan..Lease.and.Other.Credit.Operations.by.Risk.Level,Short.and.Long.Term.Liabilities.and.Deferred.Income,Funding,Funding.,Stockholders..Equity,Equity.,Net.Income.,Net.Income,Cash.and.Equivalents.,Interbank.investments.,Securities.andFinancial.Derivatives.,Total.Loans.,Loan.Loss.Allowance.,Loans.,Total.Leases.,Leased.Fixed.Assets.,Creditor.for.Advanced.Residual.Value.,Creditors.for.Advanced.Residual.Value.,Lease.Loss.Allowance.,Leases.,Other.receivables.,Other.assets.,Adjusted.Fixed.Assets.,Adjusted.Total.Assets.,Credit.Income..,Lease.Income.,Security.Income.,Financial.Derivative.Net.Income.,Foreign.Exchange.Net.Income..,Gross.Insterest.Income..,Funding.Expenses.,Borrowing.and.Onlending.Expenses.,Lease.Expenses.,Foreign.Exchange.Net.Income.,Net.Loan.Loss.Provisions.,Interest.Expenses..,Net.Interest.Income.,Banking.Service.Fee.Income,Banking.Fee.Income.,Personnel.Expenses.,Administrative.Expenses.,Tax.Expenses..,Investment.Income,Other.Operating.Income.,Other.Operating.Expenses.,Other.Operating.Income.and.Expenses.,Net.Operating.Income.,Earnings.Before.Taxand.Profit.Sharing.,Net.Non.Operating.Income.,Income.Tax.Expenses,Profit.Sharing,Interests.on.Net.Equity.,BCB.Mandatory.Reserve.Income.,Demand.Deposits.,Saving.Deposits.,Interbank.Deposits.,Other.Deposits.,Time.Deposits.,Total.Deposits.,Repurchase.Agreements.,Real.Estate.Liabilities.,Agribusiness.Liabilities.,Financial.Liabilities.,Securities.Abroad.,Other.Funding.,Mortgage.and.real.estate.securities..credit.linked.security.and.commercial.paper.,Onlending.,Derivatives.,Other.Liabilities.,Short.and.Long.Term.Liabilities.,Deferred.Income.,Total.Liabilities.,X78301,X78302,X78303,X78304,X78305,X78306,X78307,X78308,X78309,X78310,Common.Equity.Tier.I..CET1..,Additional.Tier.I.,Tier.I.Capital.,Tier.II.Capital.,Total.Regulatory.Capital,Risk.weight.assets.for.credit.risk.,Risk.Weight.assets.for.market.risk.,RWAcam.,RWAcom.,RWAjur.,RWAacs.,RWA.for.operational.risk.,Total.Exposure.,Risk.weighted.assets..RWA..,Total.Exposure.or.Total.Assets,Common.Equity.Tier.I.Ratio.,Tier.I.Capital.Ratio.,Fixed.Asset.Ratio.,Fixed.Assets.Ratio,Regulatory.Capital.Ratio.,Total.Capital.Ratio,Institution.is.Required.to.Calculate.Total.Exposure,Institution.is.Required.to.Calculate.PR,Institution.Uses.Optional.Simplified.Methodology,Leverage.Ratio.,Total.Consolidated.Foreign.Assets,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c22,c23,c24,c25,c26,c27
1000080075,2017-06-30,999292203881.15,999292203881.15,375069186776.86,892466990072.41,718333747957.58,718333747957.58,106825213808.74,106825213808.74,7983534724.44999,7983534724.44999,13267198126.59,177295742625.57,222072889402.93,331431423509.92,-35386731376.04,296044692133.88,42006510.36,4084544946.13,1762056237.72,1762056237.72,-163405451.59,5725202242.62,148986507034.05,73353642991.36,64308385561.87,1001054260118.87,38058882877.51,995020763.54,22333833990.87,813640043.839996,1387159411.39,66271984703.59,-32684761638.2,-2852985286.05,-850335103.92,0,-14790155866.42,-51178237894.59,15093746809,6816992224.43,4792890452.73,-8326608395.58,-10587972882.94,-2136829458.46,4174776377.86,6759784697.87,-8142181721.49,-6649148705.58,8444598103.41999,8153358720.22999,-291239383.19,-169823995.78,0,-2810158000,2683447616.44,30359951656.32,95736763377.65,530373609.23,526956623.11,134532530294.94,261686575561.25,256470543435.14,25885306036.41,7338032757.72,107005786025.39,3005378746.06,399738416.210004,143634241981.79,56542386979.4,14025373518.49,159701302039.08,892060423515.15,406566557.26,999292203881.15,0,0,0,-1.220703125e-4,-1.220703125e-4,-3.0517578125e-5,-1.220703125e-4,-1.220703125e-4,-1.220703125e-4,-2.09808349609375e-5,71948742334.55,5373688750,77322431084.55,25727605073.73,103050036158.28,550858207206.34,20530345945.95,5388424915.30608,63858453.0293161,14664842450.0272,413220127.587426,47222492995.86,1076310183058.42,618611046148.15,1076310183058.42,0.116306914954957,0.124993615238536,0.395652198774385,0.395652198774385,0.166582922823529,0.166582922823529,1,1,0,0.0718402857295582,30706279208.9807,201706,BRADESCO - PRUDENCIAL,b1,C,Conglomerado,2,Privado nacional,199,51,SP,OSASCO,S1,199,10045,80075,5141,1450,12797,,201701,79,BRADESCO - PRUDENCIAL,BRADESCO,,,X,U
1000080099,2017-06-30,1284632296569.99,1284632296569.99,479875011361.01,1152356812860.52,872161978230.19,872161978230.19,132275483709.47,132275483709.47,11233993337.49,11233993337.49,22575276341.59,283787481502.58,218032870865.84,419875806052.65,-34090494662.87,385785311389.78,6579961470.79,3827983094.57,2471953836.09,2471953836.09,-344140224.25,12535758177.2,223442289105.28,95688402704.33,45256860319.48,1287104250406.08,41097881593.28,955888742.41,25500306539.41,1979656891.05,1024488077.61,74413593700.06,-35134285501.6,-3521373138.07,-695561007.81,0,-10074920140.44,-49426139787.92,24987453912.14,11974536585.42,5528648661.18,-8992960685.79,-11074654077.38,-2953182831.79,1651571574.37,17091675117.44,-19590360749.97,-6364726406.52,18622727505.62,18546868511.38,-75858994.24,-3405395763.43,-3907479410.46,-5047692802.97,3855371856.3,64938537203.16,109656933244.12,2686391455.07,405992989.71,176892785379.73,354580640271.79,341558258047.22,18871893953.9,16139363399.44,27157016666.8,41695182757.42,4218725075.31,108082181852.87,67940898058.31,20727036651.73,257479124364.14,1150368139246.06,1988673614.46,1284632296569.99,6.103515625e-5,0,0,-2.44140625e-4,0,0,0,-2.44140625e-4,-2.44140625e-4,7.62939453125e-6,113816115864.12,49445769.38,113865561633.5,19788490961.14,133654052594.64,642616355158.11,27449593298.1,4359664381.81003,965072115.726554,19163882345.8475,2960974454.71592,54417145954.12,1324764494995.17,724483094410.33,1324764494995.17,0.157099753938023,0.15716800365946,0.239829499265225,0.239829499265225,0.184481948061774,0.184481948061774,1,1,0,0.0859515499273062,132654748924.515,201706,ITAU - PRUDENCIAL,b1,C,Conglomerado,2,Privado nacional,199,51,SP,SAO PAULO,S1,199,10069,80099,3408,949,602,,201701,87,ITAU - PRUDENCIAL,ITAU,,,X,U
1000080109,2017-06-30,154355371870.32,154355371870.32,52126448906.99,144724281843.01,126991572676.73,126991572676.73,9631090027.31,9631090027.31,846757848.919999,846757848.919999,695246807.12,65855181201.48,26711635758.54,44547932796.09,-2576293470.49,41971639325.6,25258626.64,2122792451.62,1061022483.87,1061022483.87,-52396424.62,3156677137.51,10205843260.66,2839440667.02,3980730196.26,155416394354.19,3643506903.05,455026912.86,5050338475.52,-39352207.1199999,105306371.04,9350075012.01,-6387563136.62,-338082421.52,-362386928.68,0,-529136405.79,-7617168892.61,1732906119.4,396866723.88,151047963.33,-956598158.28,-693421162.82,-163563028.17,337223237.26,624348511.36,-472084240.75,-776180154.19,956725965.209999,944397521.799999,-12328443.41,-97639672.88,0,-337004933.58,135248556.66,465842199.95,1532738202.32,1603518603.02,150365,12751498281.73,16353747652.02,67364078792.23,1235901872.32,6396786142.09,16453536611.11,412697839.58,7891007202.2,32389929667.3,10883816565.18,3265734456.21,14420202299.36,144677509432.3,46772410.71,154355371870.32,0,0,0,3.0517578125e-5,3.0517578125e-5,3.814697265625e-6,0,3.0517578125e-5,3.0517578125e-5,-1.43051147460938e-6,9525977118.3,995571522.44,10521548640.74,1942384305.38,12463932946.12,72782321009.04,1901347027.04,904017297.3,0,912983783.79,84345945.95,6137422281.83,175807831077.95,80821090317.91,175807831077.95,0.117864991437625,0.130183205885413,0.312611448174786,0.312611448174786,0.154216342505317,0.154216342505317,1,1,0,0.0598468713039008,4283947964.52452,201706,SAFRA - PRUDENCIAL,b1,C,Conglomerado,2,Privado nacional,199,57,SP,SAO PAULO,S2,199,10083,80109,111,5,1,,201701,9,SAFRA - PRUDENCIAL,SAFRA,,,X,U
1000080116,2017-06-30,34143954536.82,34143954536.82,1212524185.37,29420900330.58,18916422441.68,18916422441.68,4723054206.24,4723054206.24,169574220.810001,169574220.810001,272897983.49,16080023403.23,10247145545.73,857976529.12,-2309891.29,855666637.83,0,0,0,0,0,0,6559588027.49,17218905.17,111414033.88,34143954536.82,111085193.2,0,1338070003.8,74417544.4000015,36644373.52,1560217114.92,-560314557.28,-473791781.51,0,0,-655223.94,-1034761562.73,525455552.190001,194090125.81,291838.5,-317822213.6,-98515690.42,-62715013.28,0,56900867.78,-30849646.95,-258619732.16,266835820.030001,266327106.980001,-508713.05,-86212549.23,-10540336.94,0,0,127025948.68,0,0,0,5548405762.34,5675431711.02,4895352267.1,0,0,0,0,35432177.53,35432177.53,8310206286.03,3286244798.52,7216720431.83,29419387672.03,1512658.55,34143954536.82,0,0,0,-3.814697265625e-6,-3.814697265625e-6,0,0,0,0,-6.55651092529297e-7,4720294922.54,0,4720294922.54,0,4720294922.54,9889141677.04,8206101762.92,895436266.76,0,7071276233.33,239389262.83,2582624254.74,26187920980.74,20677867694.7,26187920980.74,0.22827764410882,0.22827764410882,0.023602629900077,0.023602629900077,0.22827764410882,0.22827764410882,1,1,0,0.180247027857292,NA,201706,JP MORGAN CHASE - PRUDENCIAL,b1,C,Conglomerado,3,Estrangeiro,199,59,SP,SAO PAULO,S3,199,20107,80116,8,1,,,201701,5,JP MORGAN CHASE - PRUDENCIAL,JP MORGAN CHASE,,,X,U
1000080123,2017-06-30,10116104993.17,10116104993.17,6075166025.28,9368514807.21,7679701211.77,7679701211.77,747590185.96,747590185.96,9682766.76999991,9682766.76999991,360210041.23,1234428480.51,1143003943.06,5915957194.73,-685414262.36,5230542932.37,0,0,0,0,0,0,1439461735.9,435736850.28,272721009.82,10116104993.17,1299729579.6,0,139737777.51,-4350224.27,4475879.76,1454519197.9,-447835695.03,-615216.63,0,0,-354644719.59,-803095631.25,651423566.65,21672058.06,98657966.05,-192952427.22,-298889726.58,-55494162.89,8491480.9,28218376.34,-219595373.46,-609891808.8,41531757.8499999,18836047.4099999,-22695710.44,-5611579.54,-3541701.1,0,14926185.3,251727545.73,177070547.08,56498993.48,0,6338476236.88,6823773323.17,303583405.44,36955867.05,307141236.39,208247379.72,0,-2.98023223876953e-8,552344483.16,0,85961.41,1688057708.33,9367844881.51,669925.7,10116104993.17,0,0,0,0,0,0,0,-1.9073486328125e-6,-3.814697265625e-6,-7.26431608200073e-8,593944889.46,1218067.33,595162956.79,404255703.29,999418660.08,5853200327.1,2415294.63,1609454.53,0,805840.1,0,1086394726.37,10120879579.74,6942010348.1,10120879579.74,0.0855580530245911,0.0857335162216942,0.245208334253529,0.245208334253529,0.143966748818451,0.143966748818451,1,1,0,0.0588054577767528,14525317.4959192,201706,MERCANTIL DO BRASIL - PRUDENCIAL,b1,C,Conglomerado,2,Privado nacional,199,58,MG,BELO HORIZONTE,S3,199,20152,80123,175,57,3,,201701,5,MERCANTIL DO BRASIL - PRUDENCIAL,MERCANTIL DO BRASIL,,,X,U
1000080130,2017-06-30,894117525.24,894117525.24,10344832.02,850309891.02,348233472.82,348233472.82,43807634.22,43807634.22,-110299.290000021,-110299.290000021,1880685.17,8100035.96,120325322.63,44831.56,-224.16,44607.4,0,0,0,0,0,0,426121616.78,336096574.65,1548682.65,894117525.24,175491.44,0,9760094.93,0,329149.83,10264736.2,-35786865.82,0,0,0,-28270.31,-35815136.13,-25550399.93,2267428.8,266574.43,-13056612.15,-9251702.56,-55212120.58,15965.21,29898929.32,-142444070.16,-187515607.69,-213066007.62,-214890120.3,-1824112.68,214779821.01,0,0,0,1830070.83,0,0,0,268876930.69,270707001.52,0,0,0,25338899.29,0,52187572.01,77526471.3,0,0,502074463.2,850307936.02,1955,894117525.24,0,0,0,0,-1.19209289550781e-7,0,0,0,0,-2.23517417907715e-8,-262342767.53,0,-262342767.53,0,-262342767.53,490228633.32,7020663.16,7002084.89,0,18578.27,0,0,589980762.3,497249296.48,589980762.3,-0.527588011460468,-0.527588011460468,-0.0057734150319666,-0.0057734150319666,-0.527588011460468,-0.527588011460468,1,1,0,-0.444663257336179,NA,201706,BANIF - PRUDENCIAL,b1,C,Conglomerado,3,Estrangeiro,199,60,SP,SAO PAULO,S4,199,20255,80130,6,,,,201701,4,BANIF - PRUDENCIAL,BANIF,,,X,U
1000080147,2017-06-30,20719256101.81,20719256101.81,3767258201.92,19367728836.25,18614561601.04,18614561601.04,1351527265.56,1351527265.56,84760254.2600002,84760254.2600002,162751545.87,7128758417.4,7772728372.34,3400197724.59,-264659918.3,3135537806.29,112820.33,23559743.44,14333344.94,14333344.94,-561007.31,37444901.4,879500290.3,1319655114.84,297212998.31,20733589446.75,393974788.31,6643467.31,992602342.13,0,7499449.16999999,1420994713.36,-1016778606.34,-9594361.99,-5578356.03,0,-73787144.38,-1105738468.74,315256244.62,90289910.78,50523090.98,-172242426.72,-123133352.06,-30831412.84,11027123.52,30350527.22,-41524637.68,-185541176.8,129715067.82,130921057.42,1205989.6,-32570121.44,-13590681.72,-32225819.69,20274666.44,919442549.32,2515312862.06,127239797.13,16643771.49,6553452213.11,10132091193.11,7406873861.84,447478321.94,245880061.9,0,0,2.98023223876953e-8,693358383.84,382238162.25,0,749243371.18,19363804972.22,3923864.03,20719256101.81,-1.9073486328125e-6,0,0,0,3.814697265625e-6,0,-3.814697265625e-6,-3.814697265625e-6,-3.814697265625e-6,2.38418579101563e-7,1320063197.34,0,1320063197.34,0,1320063197.34,5325004979.48,482001222.38,12561055.68,0,469440166.7,0,1402327787.35,18513273679.76,7209333989.21,18513273679.76,0.183104736070724,0.183104736070724,0.204179918888064,0.204179918888064,0.183104736070724,0.183104736070724,1,1,0,0.0713036073562281,NA,201706,BANESTES - PRUDENCIAL,b1,C,Conglomerado,1,Público,199,53,ES,VITORIA,S3,199,30159,80147,131,26,250,,201701,2,BANESTES - PRUDENCIAL,BANESTES,,,X,U
1000080154,2017-06-30,70556334487.46,70556334487.46,30905385603.81,63953491657.34,54134459371.77,54134459371.77,6602842830.12,6602842830.12,316205311.42,316205311.42,775982336.36,880980008.26,22714515376.93,28013314348.03,-2591281009.65,25422033338.38,349646.159999999,98625079.55,52830035.49,52830035.49,-6092625.14,145712136.06,7516043202.68,11575237955.37,1578660168.91,70609164522.95,3325229610.84,17003398.96,1257396508.78,-44496351.94,68642823.53,5183566234.65,-2445031451.64,-191627656.8,-12877393.88,0,-301002321.66,-2950538823.98,2233027410.67,149836635.41,683947766.07,-1015969032.63,-870101499.47,-215454922.59,13171323.51,214430865.8,-721309474.39,-1761448338.29,471579072.38,484798777.62,13219705.24,-118631543.3,-49961922.9,-162781168.13,559790244.48,2653092878,7844713029.14,261870612.33,6988329.65,33591234000.33,44357898849.45,4484261128.91,877686478.13,0,1089325301.56,0,0,1967011779.69,3325287613.72,523029958,9262657076.79,63920146406.56,33345250.78,70556334487.46,7.62939453125e-6,0,0,0,-1.52587890625e-5,0,0,7.62939453125e-6,1.52587890625e-5,-2.98023223876953e-7,5281643183.25,0,5281643183.25,888287694.68,6169930877.93,29417996439.49,2138023974.91,2101721689.08,0,1278212,35024073.83,7810214470.16,73365565927.81,39366234884.56,73365565927.81,0.134166836090325,0.134166836090325,0.0900130241196108,0.0900130241196108,0.156731546616614,0.156731546616614,1,1,0,0.0719907645563181,194315300.25996,201706,BANRISUL - PRUDENCIAL,b1,C,Conglomerado,1,Público,199,53,RS,PORTO ALEGRE,S2,199,30173,80154,537,158,483,,201701,5,BANRISUL - PRUDENCIAL,BANRISUL,,,X,U
1000080178,2017-06-30,15587937287.41,15587937287.41,8185362439.1,12939847209.26,9266818599.08,9266818599.08,2648090078.15,2648090078.15,20883827.6499997,20883827.6499997,25253016.4,684321315.69,2349916424.99,7858098366.92,-513332114.52,7344766252.4,20786.36,1852055.37,1789782.53,1789782.53,-83059.19,3579565.07,4116556669.09,273054104.59,792279721.71,15589727069.94,1384090589.19,341031.25,156507671.21,-112978998.55,16092865.23,1444053158.33,-759029858.01,-37871723.82,-211151.03,0,-179717112.48,-976829845.34,467223312.99,12631438.15,6885609.35,-95832997.59,-398374005.73,-30694625.77,-2754862.22,292673028.53,-256385903.44,-471852318.72,-4629005.73000026,55119088.0499997,59748093.78,-7600405.88,-26634854.52,0,0,30008053.91,0,65744768.22,0,7538967442.09,7634720264.22,29999155.6,24166351.67,145912270.07,567913214.5,311758648.66,5.96046447753906e-8,1049750484.9,552348694.36,520274439.79,3152754170.39,12939847209.26,0,15587937287.41,0,0,0,-1.9073486328125e-6,-1.9073486328125e-6,1.19209289550781e-7,0,1.9073486328125e-6,1.9073486328125e-6,-3.53902578353882e-7,1050963742.43,0,1050963742.43,592441000,1643404742.43,8250986368.68,84922621.79,13703305.17,0,67373297.16,3846019.46,69901147,14517759972.07,8405810137.47,14517759972.07,0.125028251321689,0.125028251321689,0.188134457001039,0.188134457001039,0.195508192018793,0.195508192018793,1,1,0,0.0723915910203707,57702388.2171574,201706,BMG - PRUDENCIAL,b1,C,Conglomerado,2,Privado nacional,199,58,SP,SAO PAULO,S3,199,30290,80178,32,,,,201701,7,BMG - PRUDENCIAL,BMG,,,X,U
1000080185,2017-06-30,652922169807.72,652922169807.72,256764668981.26,589644279514.86,458774837081.62,458774837081.62,63277890292.86,63277890292.86,3833753531.24999,3833753531.24999,8254596346.53,51426862564.68,164467720287.78,215067349036.72,-16286398014.01,198780951022.71,15958460.07,4920947355.45,2231976107.68,2231976107.68,-65453512.25,7103428410.95,140219799697.74,70682577544.88,14218210040.13,655154145915.4,23075974471.31,991382379.82,10130626008.94,1214712020.89,920499993.4,39474848649.18,-20584680351.14,-1440255662.43,-798061013.18,0,-5669955636.01,-28492952662.76,10981895986.42,5155481235.24,2026840590.86,-3672338899.01,-5453826539.6,-1663395987.06,144171251.33,10251028595.11,-11788828015.27,-5000867768.4,5981028218.01999,5708108120.84999,-272920097.17,-1206620825.04,-667733764.56,-500000000,3141653774.82,15932343483.89,37063760888.28,2530131981.18,265036644.33,123260940825.27,179052213822.95,150102067686.3,26257625451.87,7783112765.85,45305013615.02,3392518014.86,2401025617.13001,85139295464.73,44481260107.64,16818790802.94,113531256023.09,589124883907.65,519395607.21,652922169807.72,-3.0517578125e-5,0,0,0,-1.220703125e-4,0,0,0,0,-1.38282775878906e-5,53608790501.65,4188366935.76,57797157437.41,4249894359.76,62047051797.17,316141341208.11,28223312432.43,4160047567.57,0,23675924324.32,387340540.54,31914296228.43,638812422575.59,376278949868.97,638812422575.59,0.14247087305925,0.153601888858084,0.16345062971187,0.16345062971187,0.164896420112729,0.164896420112729,1,1,0,0.0904759447294107,27841780269.9444,201706,SANTANDER - PRUDENCIAL,b1,C,Conglomerado,3,Estrangeiro,199,51,SP,SAO PAULO,S1,199,30379,80185,2763,1187,1330,,201701,26,SANTANDER - PRUDENCIAL,SANTANDER,,,X,U
1000080192,2017-06-30,79386626309.37,79386626309.37,19428970321.46,70701081892.22,43397343576.79,43397343576.79,8685544417.15,8685544417.15,481601168.509999,481601168.509999,781213730.71,15488729712.48,22533568622.04,13173745664.96,-987309131.22,12186436533.74,534089.03,79921292.44,19929324.86,19929324.86,-2630435.93,97754270.4,21860760818.69,5981446355.93,476645590.24,79406555634.23,1257913520.22,31040543.1,1896644160.91,78286545.5699997,219489288.37,3699499821.57,-1365955219.84,-160967346.42,-26558605.05,0,-208239120.28,-1761720291.59,1937779529.98,696239673.02,176703907.77,-695653612.06,-778079872.72,-164007161.17,38884345.75,305657774.37,-620524549.7,-1040779494.74,897000035.239999,896636878.219999,-363157.02,-319163032.41,-95872677.3,0,216125763.4,3888663116.75,864857532.96,0,145126793.76,15782872498.95,20681519942.42,7586019740.76,542229287.92,0,2135126115.88,0,553620564.05,3230975967.85,11898827925.76,3619940625.97,23651221747.3,70668505950.06,32575942.16,79386626309.37,0,0,0,1.52587890625e-5,0,0,0,0,0,-3.03983688354492e-6,8467661342.9,0,8467661342.9,0,8467661342.9,34074614971.87,11531187582.3,1266229898.13,81144348.51,9861031325.93,322782009.73,5834992043.24,81669910796.49,51440794597.41,81669910796.49,0.164609847285025,0.164609847285025,0.0405285417812625,0.0405285417812625,0.164609847285025,0.164609847285025,1,1,0,0.103681530447612,NA,201706,CITIBANK - PRUDENCIAL,b1,C,Conglomerado,3,Estrangeiro,199,59,SP,SAO PAULO,S2,199,30403,80192,134,15,28,,201701,6,CITIBANK - PRUDENCIAL,CITIBANK,,,X,U
1000080202,2017-06-30,15799079590.17,15799079590.17,13681561710.3,12937862194.97,9420089593.57,9420089593.57,2861217395.2,2861217395.2,231343500.9,231343500.9,4662733.99,612755107.91,175668426.23,13329970560.01,-891258100.74,12438712459.27,3269423.46,254732283.24,41676942.35,41676942.35,-4907260.57,294771388.48,2216296794.07,70532427.85,27357194.72,15840756532.52,1238831266.21,51529401.89,57428231.55,-71445632.28,0,1276343267.37,-307179540.92,-159469136.78,-34742551.39,0,-169679250.71,-671070479.8,605272787.57,117480493.87,26910196.16,-946265.5,-135969274.41,-56249511.77,0,116324508.86,-257796183.84,-190246036.63,415026750.94,401813062.52,-13213688.42,-170469561.62,0,0,0,0,0,303105323.5,0,2952692446.47,3255797769.97,0,0,0,613771771.09,0,0,613771771.09,5550520052.51,7114941.18,3395107178.33,12822311713.08,115550481.89,15799079590.17,0,0,0,0,0,0,0,0,0,-1.19209289550781e-7,2848085583.22,0,2848085583.22,956918187.02,3805003770.24,12771822026.04,0,0,0,0,0,1295333233.55,15988016864.55,14067155259.59,15988016864.55,0.20246350670498,0.20246350670498,0.0037385988553443,0.0037385988553443,0.270488503185178,0.270488503185178,1,1,0,0.178138765260814,NA,201706,VOLKSWAGEN - PRUDENCIAL,b2,C,Conglomerado,3,Estrangeiro,198,55,SP,SAO PAULO,S3,198,,80202,1,,,,201701,5,VOLKSWAGEN - PRUDENCIAL,,,,X,U
1000080219,2017-06-30,46450515612.44,46450515612.44,5020149305.08,42622337026.64,27114524031.86,27114524031.86,3828178585.8,3828178585.8,39550866.5299997,39550866.5299997,3179583371.4,19863064701.66,11313711311.34,4669871245.69,-458278326.93,4211592918.76,0,0,0,0,0,0,7415243698.07,5697319.59,461622291.62,46450515612.44,344594356.02,0,1409036747.18,346404560.37,0,2100035663.57,-1446937903.54,-320794788.25,0,-3664361.0200001,-189268466.69,-1960665519.5,139370144.07,374475419.63,0,-239922033.69,-177149373.18,-46036501.49,11692132.13,116484118.68,-90569760.91,-51025998.83,88344145.2399997,88623544.2099997,279398.97,-44278507,-4794170.68,0,0,247901059.29,0,0,0,2863418671.08,3111319730.37,17444729153.1,0,0,295638027.49,0,30759357.09,326397384.58,6232077763.81,3031316143.33,12456543407.75,42602383582.94,19953443.7,46450515612.44,0,0,0,0,0,0,0,0,0,8.86619091033936e-7,3405238532.16,0,3405238532.16,1660709053.05,5065947585.21,17057819393.8,9295148241.69,3241334866.21,0,5155122807.82,898690567.66,3073704924.06,56149039742.68,29426672559.55,56149039742.68,0.115719455717221,0.115719455717221,0.0408866884775346,0.0408866884775346,0.172154958225677,0.172154958225677,1,1,0,0.0606464250816316,1767264156.83151,201706,CREDIT SUISSE - PRUDENCIAL,b1,C,Conglomerado,3,Estrangeiro,199,59,SP,SAO PAULO,S2,199,30771,80219,6,,,,201701,9,CREDIT SUISSE - PRUDENCIAL,CREDIT SUISSE,,,X,I
1000080233,2017-06-30,5363769220.34,5363769220.34,3698244158.03,4101580538.01,3989146740.56,3989146740.56,1262188682.33,1262188682.33,67150999.0699999,67150999.0699999,294015.82,852874598.34,182892391.73,3677725636.29,-173644143.05,3504081493.24,0,0,0,0,0,0,149681968.16,4118387.74,669826365.31,5363769220.34,488152014.47,0,64341436.49,503069.1,795698.4,553792218.46,-253941751.36,-1959739.07,0,0,-68043000.39,-323944490.82,229847727.64,3605645.13,1704039.39,-22429206.35,-120329589.75,-12559418.34,27496810.24,1908461.33,-7292058.26,-127895316.61,101952411.03,102182645.89,230234.86,-32345238.64,-2686408.18,0,0,9051887.16,0,153304717.05,0,2813896654.54,2976253258.75,8380496.01,31159428.86,0,929869948.79,0,0,961029377.65,43483608.15,0,112421440.95,4101568181.51,12356.5,5363769220.34,0,0,0,0,0,0,0,0,0,-7.45058059692383e-8,795633268.57,0,795633268.57,0,795633268.57,2899215027.39,8346099.42,216636.19,11604.76,8107543.23,10315.24,830673338.59,4889204412.14,3738234465.4,4889204412.14,0.212836641450435,0.212836641450435,0.270111895391529,0.270111895391529,0.212836641450435,0.212836641450435,1,1,0,0.162732665992534,NA,201706,PARANÁ BANCO - PRUDENCIAL,b1,C,Conglomerado,2,Privado nacional,199,58,PR,CURITIBA,S4,199,30881,80233,2,,,,201701,2,PARANÁ BANCO - PRUDENCIAL,PARANÁ BANCO,,,X,U
1000080257,2017-06-30,27303013131.48,27303013131.48,19208985280.93,23842802739.56,19285657966.87,19285657966.87,3460210391.92,3460210391.92,46463283.7099999,46463283.7099999,15492249.8,217265232.8,2284736076.73,18359429484.69,-1206282855.82,17153146628.87,42263.69,4299075.37,3706262.96,3706262.96,-231124.41,7816477.61,6396820926.39,626526069,604915733.24,27306719394.44,3556794564.16,3851242.56,150249474.04,-110709586.76,22362278.6,3622547972.6,-1909992983.76,-13122787.37,-3516300.89,0,-554874282.41,-2481506354.43,1141041618.17,78238797.18,135698599.39,-246006199.11,-1200753224.95,-123039879.33,4152357.32,614124692.83,-299324639.43,-1036909496.1,104132122.07,98832197.4199999,-5299924.65,-52368913.71,0,0,0,43944174.7,0,11981281172.27,0,3523538019.98,15548763366.95,1103851713.96,1512556336.32,148680625.11,826598357.72,0,7162352.27999985,2494997671.43,138045214.53,168823048.9,4387933961.52,23842414977.29,387762.27,27303013131.48,0,0,0,3.814697265625e-6,3.814697265625e-6,-4.76837158203125e-7,0,0,0,-1.04308128356934e-7,1693256208.59,0,1693256208.59,630041617.51,2323297826.1,17966495832.1,265545131.01,8677905.38,0,256867225.63,0,1774462853.41,26228745066.32,20006503816.52,26228745066.32,0.0846352878103482,0.0846352878103482,0.204559490983462,0.204559490983462,0.116127127828381,0.116127127828381,1,1,0,0.0645572712041145,NA,201706,PAN,b1,C,Conglomerado,2,Privado nacional,199,58,SP,SAO PAULO,S3,199,31323,80257,4,,,,201701,5,PAN,PAN,,,X,U
