FinInst,Quarter,Total.Assets,Total.Assets.,Loan..Lease.and.Other.Credit.Operations.by.Risk.Level,Short.and.Long.Term.Liabilities.and.Deferred.Income,Funding,Funding.,Stockholders..Equity,Equity.,Net.Income.,Net.Income,Cash.and.Equivalents.,Interbank.investments.,Securities.andFinancial.Derivatives.,Total.Loans.,Loan.Loss.Allowance.,Loans.,Total.Leases.,Leased.Fixed.Assets.,Creditor.for.Advanced.Residual.Value.,Creditors.for.Advanced.Residual.Value.,Lease.Loss.Allowance.,Leases.,Other.receivables.,Other.assets.,Adjusted.Fixed.Assets.,Adjusted.Total.Assets.,Credit.Income..,Lease.Income.,Security.Income.,Financial.Derivative.Net.Income.,Foreign.Exchange.Net.Income..,Gross.Insterest.Income..,Funding.Expenses.,Borrowing.and.Onlending.Expenses.,Lease.Expenses.,Foreign.Exchange.Net.Income.,Net.Loan.Loss.Provisions.,Interest.Expenses..,Net.Interest.Income.,Banking.Service.Fee.Income,Banking.Fee.Income.,Personnel.Expenses.,Administrative.Expenses.,Tax.Expenses..,Investment.Income,Other.Operating.Income.,Other.Operating.Expenses.,Other.Operating.Income.and.Expenses.,Net.Operating.Income.,Earnings.Before.Taxand.Profit.Sharing.,Net.Non.Operating.Income.,Income.Tax.Expenses,Profit.Sharing,Interests.on.Net.Equity.,BCB.Mandatory.Reserve.Income.,Demand.Deposits.,Saving.Deposits.,Interbank.Deposits.,Other.Deposits.,Time.Deposits.,Total.Deposits.,Repurchase.Agreements.,Real.Estate.Liabilities.,Agribusiness.Liabilities.,Financial.Liabilities.,Securities.Abroad.,Other.Funding.,Mortgage.and.real.estate.securities..credit.linked.security.and.commercial.paper.,Onlending.,Derivatives.,Other.Liabilities.,Short.and.Long.Term.Liabilities.,Deferred.Income.,Total.Liabilities.,X78301,X78302,X78303,X78304,X78305,X78306,X78307,X78308,X78309,X78310,Common.Equity.Tier.I..CET1..,Additional.Tier.I.,Tier.I.Capital.,Tier.II.Capital.,Total.Regulatory.Capital,Risk.weight.assets.for.credit.risk.,Risk.Weight.assets.for.market.risk.,RWAcam.,RWAcom.,RWAjur.,RWAacs.,RWA.for.operational.risk.,Total.Exposure.,Risk.weighted.assets..RWA..,Total.Exposure.or.Total.Assets,Common.Equity.Tier.I.Ratio.,Tier.I.Capital.Ratio.,Fixed.Asset.Ratio.,Fixed.Assets.Ratio,Regulatory.Capital.Ratio.,Total.Capital.Ratio,Institution.is.Required.to.Calculate.Total.Exposure,Institution.is.Required.to.Calculate.PR,Institution.Uses.Optional.Simplified.Methodology,Leverage.Ratio.,Total.Consolidated.Foreign.Assets,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c22,c23,c24,c25,c26,c27
1000080295,2018-12-31,23573476245.39,23573476245.39,9033615241.69,21975830684.75,18363062670.57,18363062670.57,1597645560.64,1597645560.64,-221328071.29,-221328071.29,40427209.98,2831269160.17,9653719385.16,7787898637.68,-420081989.55,7367816648.13,117.36999999918,70461404.41,26963794.3,26963794.3,-12041163.76,85384152.32,3268758371.02,288339034.47,64726078.44,23600440039.69,466928341.2,8923982.99,346038185.11,-70113900.9899998,54324560.45,806109104.58,-394982580.03,-181082851.09,-6025294,0,-180423406.06,-762514131.18,43594973.4,21504893.17,1610484.1,-95680024.03,-67405334.44,-9224969.7,-590985.2,246306339.71,-241661709.99,-145141306.38,-101546332.98,-132675666.95,-31129333.97,-88652404.34,0,0,7935.82,84317726.09,3240893.2,133615081.39,0,2922907870.16,3144081570.84,7028901613.14,44781571.2,604022636.83,541933364.48,55065869.5,-1.19209289550781e-7,1245803442.01,6944276044.58,21962552.83,3574495093.48,21959520316.88,16310367.87,23573476245.39,-4.76837158203125e-7,0,0,0,0,2.38418579101563e-7,0,0,0,-5.96046447753906e-8,1122938878.42,271235999.99,1394174878.41,596764107.18,1990938985.59,8910701316.66,1167664612.75,1154845217.39,0,12819395.36,0,907157636.52,17381984721.75,10985523565.93,17381984721.75,0.102219877976743,0.126910189582027,0.0230205163250736,0.0230205163250736,0.181232962966336,0.181232962966336,1,1,0,0.0802080372712257,1572535565.08723,201812,CCB - PRUDENCIAL,b1,C,Conglomerado,3,Estrangeiro,199,57,SP,SAO PAULO,S3,199,32119,80295,14,0,0,,201701,6,CCB - PRUDENCIAL,CCB,,,X,U
1000080312,2018-12-31,32729136260.3,32729136260.3,12978938496.75,29063626907.07,23059010937.11,23059010937.11,3665509353.23,3665509353.23,197885169.39,197885169.39,29378472.55,7522654613.2,8831050038.78,11410785302.04,-227619176.32,11183166125.72,0,0,0,0,0,0,4813656810.98,299296722.23,49933476.84,32729136260.3,550393333.61,0,664623884.86,29460410.48,0,1244477628.95,-595836080.57,-321077009.27,0,-89452234.1200001,-62619932.27,-1068985256.23,175492372.72,180541334.97,13797438.17,-106905806.78,-63357807.86,-34952314.11,0.03,204971810,-49966180.94,144128473.48,319620846.2,318494355.58,-1126490.62,-48383021.35,-72226164.84,-112445325.69,0,249771606.28,0,723532196.79,0,5218478098.09,6191781901.16,717526616.92,1177336533.12,2406222567.62,5394939987.73,0,51684421.5799999,9030183510.05,7119518908.98,971809371.81,5001892074.69,29032712383.61,30914523.46,32729136260.3,0,0,0,0,0,0,0,0,0,2.98023223876953e-8,3639933502.06,0,3639933502.06,1011346510.49,4651280012.55,23316278458.35,2164737391.27,185386666.66,1050701449.27,928440579.69,208695.65,1617033845.79,41216454274.98,27098049695.41,41216454274.98,0.134324556304749,0.134324556304749,0.00534131959438401,0.00534131959438401,0.171646301664944,0.171646301664944,1,1,0,0.0883126306252787,1667570232.80685,201812,ABC-BRASIL - PRUDENCIAL,b1,C,Conglomerado,3,Estrangeiro,199,57,SP,SAO PAULO,S3,199,41856,80312,9,0,0,,201701,5,ABC-BRASIL - PRUDENCIAL,ABC-BRASIL,,,X,U
1000080329,2018-12-31,1417434155340.74,1417434155340.74,640224703933.26,1325417986695.22,1108034349868.91,1108034349868.91,92016168645.52,92016168645.52,6919199015.17999,6919199015.17999,13614568636.83,415091597202.01,146676527197.36,581796156121.23,-32778037112.56,549018119008.67,105077758.58,222505442.77,93869150.24,93869150.24,-10253588.91,411198762.68,189147069284.9,69989300633,33579643765.53,1417528024490.98,39219762706.87,90111377.35,19730113968.09,-323351595.14,816552600.58,60670109177.52,-30794698062.19,-4256032696.89,-60248906.85,0,-9930743771.93,-45041723437.86,15628385739.66,7072176801.5,5386002255.33,-10501339036.4,-8177414157.99,-1995680004.1,2641366530.22,8485773528.34,-7909001616.34,-4998115699.44,10630270040.22,10642311158.96,12041118.74,-2831847672.75,-891264471.03,-3380442177.14,1136920119.77,67233036956.97,174854743346.43,33668594781.9,8656209383.84,201634059444.75,486046643913.89,412648301071.08,17264715889.43,78937444461.13,5402991949.97,19882155257.82,133808591.220009,121621116149.57,87718288734.37,809201377.12,216126198026.61,1324969749272.64,448237422.58,1417434155340.74,0,0,0,0,-2.44140625e-4,0,0,4.8828125e-4,4.8828125e-4,9.5367431640625e-7,71169071516.74,24120630000,95289701516.74,38888782825.88,134178484342.62,624018656684.77,26390237736.22,22272231123.8,4101933.67,4113904678.75,0,61081334136.74,1159264622840.84,711490228557.73,1159264622840.84,0.100028178406621,0.133929740271912,0.14632851790243,0.14632851790243,0.188587950975258,0.188587950975258,1,1,0,0.0821984037460123,44876268432.7114,201812,BB - PRUDENCIAL,b1,C,Conglomerado,1,Público,199,51,DF,BRASILIA,S1,199,49906,80329,4733,1100,7192,,201701,51,BB - PRUDENCIAL,BB,,,X,L
1000080336,2018-12-31,135590117030.52,135590117030.52,19968202218.99,116780386665.72,76139552380.05,76139552380.05,18809730364.8,18809730364.8,1137973489.47,1137973489.47,945963994.19,43492272204.17,27002808507.2,18579803159.91,-636811665.06,17942991494.85,0,0,0,0,0,0,32032873670.79,1890319453.97,12282887705.35,135590117030.52,875802447.02,0,2888782823.89,711500355.040001,164940854.96,4717499906.77,-3123967253.75,-1967851195.88,0,0,-69269784.4,-5161088234.03,-443588327.259999,943133968.78,8829715.38,-322513248.98,-610849989.76,-195912066.32,307521993.05,2381456176.57,-428313433.41,2083353115.31,1639764788.05,1643398805.16,3634017.11,-180228061.9,-325197253.79,-1196971964.25,76473425.86,314726676.03,0,378439847.23,0,21050276353.95,21743442877.21,35640657614.75,1932057386.62,1135840642.27,6338227797.14,4201847116.89,177869098.539999,13785842041.46,4969609846.63,4510849048.24,36023204441.61,116673605869.9,106780795.82,135590117030.52,0,0,0,0,1.52587890625e-5,0,0,1.52587890625e-5,1.52587890625e-5,-7.15255737304688e-7,9519308297.81,3553922161.26,13073230459.07,1813129751.8,14886360210.87,52997711505.53,32509859710.16,1597662608.7,3532104347.83,17863571014.5,9516521739.13,4370623167.84,140122723755.84,89878194383.53,140122723755.84,0.105913434989459,0.145454974354332,0.482605943786269,0.482605943786269,0.165628162792708,0.165628162792708,1,1,0,0.093298432321725,12423398382.5797,201812,BTG PACTUAL - PRUDENCIAL,b1,C,Conglomerado,2,Privado nacional,199,59,RJ,RIO DE JANEIRO,S1,199,49944,80336,15,0,0,,201701,112,BTG PACTUAL - PRUDENCIAL,BTG PACTUAL,,,X,U
1000080343,2018-12-31,7833344521.9,7833344521.9,7558766011.11,6700596301.6,6538656324.17,6538656324.17,1132748220.3,1132748220.3,72801419.11,72801419.11,1164798.41,374893969.4,0,7553780726.33,-337005295.85,7216775430.48,0,0,0,0,0,0,214726916.07,14432102.32,11351305.22,7833344521.9,399215119.92,0,5992179.24,-64015,0,405143284.16,-5493563.22,-134681790.51,0,0,-87193547.17,-227368900.9,177774383.26,26892357.84,194000,-21052360.68,-19918479.52,-9592665.26,0,163666.559999994,-9209177.44999999,-32522658.51,145251724.75,146685694,1433969.25,-71631313.44,-2252961.45,0,0,229801324.18,0,0,0,50071109.52,279872433.7,0,0,0,0,0,0,0,6258783890.47,0,157020000.21,6695676324.38,4919977.22,7833344521.9,0,0,0,0,-9.5367431640625e-7,0,0,0,0,-1.49011611938477e-8,1124351915.32,0,1124351915.32,0,1124351915.32,6828353624.69,9374619.54,9374619.54,0,0,0,391602239.65,7980392022.79,7229330483.88,7980392022.79,0.155526423619322,0.155526423619322,0.00191556825817032,0.00191556825817032,0.155526423619322,0.155526423619322,1,1,0,0.140889308709288,NA,201812,JOHN DEERE - PRUDENCIAL,b1,C,Conglomerado,3,Estrangeiro,199,55,SP,INDAIATUBA,S4,199,50071,80343,4,0,0,,201701,2,JOHN DEERE - PRUDENCIAL,JOHN DEERE,,,X,U
1000080350,2018-12-31,913588810.71,913588810.71,62828502.7,590812837.76,535799456.79,535799456.79,322775972.95,322775972.95,13816947.48,13816947.48,1924558.05,193051036.21,346623689.58,62828502.7,-2699584.62,60128918.08,0,0,0,0,0,0,84681253.29,18606285.55,208573069.95,913588810.71,3424764.08,0,22728372.79,13850018.92,0,40003155.79,-19691657,0,0,0,930588.7,-18761068.3,21242087.49,32603952.57,0,-19722654.47,-18379630.46,-5197874.03,133112.08,8018140.58,-1470446.99,-4015400.72,17226686.77,17238248.65,11561.88,-2991515.53,-429785.64,0,0,7011113.76,0,0,0,509604959.09,516616072.85,5522395.85,0,13660988.09,0,0,0,13660988.09,0,0,55011825.41,590811282.2,1555.56,913588810.71,-5.96046447753906e-8,0,0,0,0,0,-5.96046447753906e-8,-1.19209289550781e-7,-2.38418579101563e-7,1.11758708953857e-8,111218751.11,0,111218751.11,0,111218751.11,284165784.96,59930241.15,20704205.68,1075245.22,36551311.18,1599479.07,69615436.87,710727168.93,413711462.98,710727168.93,0.26883168841608,0.26883168841608,0.173950035015818,0.173950035015818,0.26883168841608,0.26883168841608,1,1,0,0.156485858388444,NA,201812,FATOR - PRUDENCIAL,b1,C,Conglomerado,2,Privado nacional,199,59,SP,SAO PAULO,S4,199,50122,80350,5,0,0,,201701,2,FATOR - PRUDENCIAL,FATOR,,,X,U
1000080367,2018-12-31,2717731021.58,2717731021.58,832775985.31,2565644363.5,2329064175.26,2329064175.26,152086658.08,152086658.08,-13197453.1,-13197453.1,39177679.4,35024944.11,1172717280.33,667317834.82,-37069408.26,630248426.56,0,0,0,0,0,0,462358540.17,299930761.03,78273389.98,2717731021.58,59630209.21,0,50375722.75,-5564219.04,14652026.08,119093739,-100960192.54,0,0,0,-14597695.09,-115557887.63,3535851.37,4053890.49,126567.59,-17602332.01,-49627788.41,-1115012.47,32167704.36,10112140.51,-63939095.5,-85823925.44,-82288074.07,-82055211.41,232862.66,70171524.33,-1313766.02,0,0,37619575.36,0,0,0,1841749191.44,1879368766.8,66200155.32,296701206.43,86794046.71,0,0,-1.49011611938477e-8,383495253.14,0,4658173.07,231922015.17,2565644363.5,0,2717731021.58,0,0,0,-4.76837158203125e-7,-4.76837158203125e-7,0,0,0,0,-3.35276126861572e-8,94666935.39,0,94666935.39,0,94666935.39,1589583622.92,75554021.8,876572.87,0,917633.86,73759815.07,120651137.39,2414242057.52,1785788782.11,2414242057.52,0.0530112722951178,0.0530112722951178,0.096188705618138,0.096188705618138,0.0530112722951178,0.0530112722951178,1,1,0,0.0392118657261921,NA,201812,MÁXIMA - PRUDENCIAL,b1,C,Conglomerado,2,Privado nacional,199,64,RJ,RIO DE JANEIRO,S4,199,50201,80367,7,1,0,,201701,6,MÁXIMA - PRUDENCIAL,MÁXIMA,,,X,B
1000080374,2018-12-31,9307410084.73,9307410084.73,3005319029.27,8438670905.44,6544909654.98,6544909654.98,868739179.29,868739179.29,-70168230.8600005,-70168230.8600005,228538925.63,1260813543.15,3214580240.69,2547793312.64,-360310360.4,2187482952.24,0,0,0,0,0,0,1638640216.86,526294243.63,251059962.53,9307410084.73,135918008.65,0,90916198.3699999,16204082.1899996,24870252.61,267908541.819999,-262122315.07,-27290207.64,0,0,29647227.09,-259765295.62,8143246.19999948,24926288.9,3574406.15,-49105267.51,-60410249.97,-2793703.21,3139536.85,54989649.4,-37122486.6,-62801825.99,-54658579.7900005,-52274981.1400005,2383598.65,-3507180.1,-14386069.62,0,0,87856258.17,0,91130106.1,0,5195969703.22,5374956067.49,358692192.72,213224654.27,258609028.02,25445436.9,0,-5.21540641784668e-8,497279119.19,313982275.58,1671892652.2,186193882.05,8402996189.23,35674716.21,9307410084.73,0,0,0,0,-1.9073486328125e-6,-5.96046447753906e-8,0,0,0,-8.34465026855469e-7,650490594.58,0,650490594.58,47226138.78,697716733.36,4922573303.79,332113623.19,10861449.28,8092753.62,313159420.29,0,194688545.62,9660356666.35,5449375472.6,9660356666.35,0.119369751240437,0.119369751240437,0.359264591953917,0.359264591953917,0.128036090900359,0.128036090900359,1,1,0,0.0673360846857611,83379962.3567668,201812,PINE - PRUDENCIAL,b1,C,Conglomerado,2,Privado nacional,199,57,SP,SAO PAULO,S3,199,50304,80374,8,0,0,,201701,5,PINE - PRUDENCIAL,PINE,,,X,U
1000080381,2018-12-31,3122384856.72,3122384856.72,620398610.77,2887897311.22,2189444592.28,2189444592.28,234487545.5,234487545.5,-25552774.62,-25552774.62,338141737.45,1123250932.77,547341768.17,548223577.61,-12058052.42,536165525.19,0,0,0,0,0,0,540236877.82,25969945.72,11278069.6,3122384856.72,35783653.11,0,73940777.2,-1874225.56999999,98982293.17,206832497.91,-68346717.6,-8812474.85,0,0,433947.09,-76725245.36,130107252.55,69594347.35,27615571.6,-65892431.87,-91243874.82,-15163411.6,0,18194021.68,-77448585.51,-134344363.17,-4237110.61999998,-4078417.45999997,158693.16,-20691362.74,-782994.42,-9833290,0,121062880.7,0,6452055.78,37510270.71,707108057.16,872133264.35,1176099524.09,20690771.31,75845603.97,1007419.72,0,-1.16415321826935e-9,97543795,43668008.84,0,698452718.94,2887897311.22,0,3122384856.72,0,0,0,-4.76837158203125e-7,0,0,0,4.76837158203125e-7,4.76837158203125e-7,2.98023223876953e-8,206596779.2,0,206596779.2,17435817.71,224032596.91,944295541.85,36700677.8,35183758.03,0,1516919.77,0,500363111.42,2326926148.62,1481359331.07,2326926148.62,0.139464325006663,0.139464325006663,0.0227473714106312,0.0227473714106312,0.15123447242755,0.15123447242755,1,1,0,0.0887852755114397,NA,201812,SOCOPA - PRUDENCIAL,b1,C,Conglomerado,2,Privado nacional,199,54,SP,SAO PAULO,S4,199,50328,80381,4,0,0,,201701,3,SOCOPA - PRUDENCIAL,SOCOPA,,,X,U
1000080408,2018-12-31,490663740.72,490663740.72,323394.57,412201805.69,384123998.36,384123998.36,78461935.03,78461935.03,3487.6100000033,3487.6100000033,1867990.92,341891790.47,4678968.48,323394.57,-1616.31,321778.26,0,0,0,0,0,0,14328058.34,84325256.98,43249897.27,490663740.72,33674.07,0,9283117.55,0,0,9316791.62,-9268973.01,0,0,0,-1616.31,-9270589.32,46202.3000000007,13731104.37,75503.76,-1965928.29,-12210289.37,-649165.91,957364.01,481699.52,-325721.6,94566.4900000026,140768.790000003,124488.360000003,-16280.43,-121000.75,0,0,0,3587359.5,0,0,0,380536638.86,384123998.36,0,0,0,0,0,0,0,0,0,28077807.33,412201805.69,0,490663740.72,0,0,0,0,5.96046447753906e-8,0,0,0,0,3.89991328120232e-9,74443005.28,0,74443005.28,0,74443005.28,145228055.36,0,0,0,0,0,18335176.7,490663740.72,163563232.06,490663740.72,0.455132882509267,0.455132882509267,0.551221394851699,0.551221394851699,0.455132882509267,0.455132882509267,1,1,0,0.151718986144691,NA,201812,VR - PRUDENCIAL,b1,C,Conglomerado,2,Privado nacional,199,62,SP,BARUERI,S4,199,50524,80408,5,0,0,,201701,2,VR - PRUDENCIAL,VR,,,X,U
1000080415,2018-12-31,2475146529.59,2475146529.59,402192975.41,2294908331.92,2194686296.59,2194686296.59,180238197.67,180238197.67,-2147144.12,-2147144.12,6765694.68,770529252.93,552800573.59,282100119.88,-145247656.93,136852462.95,0,0,0,0,0,0,739115970.97,214640820.57,54441753.9,2475146529.59,32871941.36,0,39504417.58,34423239.21,5350383.98,112149982.13,-86405836.11,-10000384.47,0,0,-120039577.02,-216445797.6,-104295815.47,32228234.17,8873771.35,-35112158.75,-74210468.85,-4278753.97,270051.15,16816388.92,-8553459.47999999,-63966395.46,-168262210.93,-25685711.12,142576499.81,28892345.21,-5353778.21,0,0,23029941.07,0,0,0,1708074103.45,1731104044.52,180622819.51,52483294.2,222063998.38,0,0,0,274547292.58,8412139.98,29847.34,98283941.4,2293000085.33,1908246.59,2475146529.59,0,0,0,4.76837158203125e-7,0,0,0,4.76837158203125e-7,4.76837158203125e-7,9.31322574615479e-10,-122187644.86,0,-122187644.86,0,-122187644.86,900572435.01,78192396.9,3945282.32,50410606.82,20721316.68,3115191.08,193828869.1,2500419440.78,1172593701.01,2500419440.78,-0.104202883534813,-0.104202883534813,-0.468933855127386,-0.468933855127386,-0.104202883534813,-0.104202883534813,1,1,0,-0.0488668592425773,21593834.7682461,201812,INDUSVAL - PRUDENCIAL,b1,C,Conglomerado,2,Privado nacional,199,57,SP,SAO PAULO,S4,199,50531,80415,11,0,0,,201701,5,INDUSVAL - PRUDENCIAL,INDUSVAL,,,X,U
1000080422,2018-12-31,5828574219,5828574219,723041485.82,5516700680.78,2131217755.26,2131217755.26,311873538.22,311873538.22,17662798.61,17662798.61,61755257.93,1018595299.79,708300021.2,311690173.77,-15704764.94,295985408.83,0,0,0,0,0,0,620653944,3018510631.97,104773655.28,5828574219,39980916.81,0,31295399.54,18855631.33,39935592.94,130067540.62,-73908721.51,-3745.54,0,0,-4319089.44,-78231556.49,51835984.13,12507487.06,906990.63,-31800120.65,-79517522.65,-7642185.54,-2902317,98756207.99,-24059509.91,-33750970.07,18085014.06,19203947,1118932.94,-1541148.39,0,-13500000,0,75780686.15,0,173903690.71,149191.9,1796181553.75,2046015122.51,0,83858434.7,0,1344149.58,0,-1.86264514923096e-9,85202584.28,48.47,21606.62,3381448140.27,5512687502.15,4013178.63,5828574219,2.38418579101563e-7,0,0,0,0,0,2.38418579101563e-7,0,0,-1.11758708953857e-8,235594705.58,0,235594705.58,45889770.62,281484476.2,1865854687.45,241034632.01,99611446.49,182569.28,92705041.28,48535574.96,341710581.45,6045145347.93,2448599900.91,6045145347.93,0.096216088832007,0.096216088832007,0.21905511072017,0.21905511072017,0.114957317483918,0.114957317483918,1,1,0,0.0389725460713154,0,201812,BS2 - PRUDENCIAL,b1,C,Conglomerado,2,Privado nacional,199,57,MG,BELO HORIZONTE,S4,199,52034,80422,7,0,0,,201701,3,BS2 - PRUDENCIAL,GRUPO BONSUCESSO - BS2,,,X,U
1000080460,2018-12-31,2840494183.03,2840494183.03,2478215347.68,2554222418.85,2039081096.02,2039081096.02,286271764.18,286271764.18,61012868.1499999,61012868.1499999,3850682.8,213246453.09,91927679.49,2344892000.2,-444522224.01,1900369776.19,118605.92,44870521.64,19867484.4,19867484.4,-1404617.86,63451994.1,543810741.66,18360772.45,25343567.65,2860361667.43,793841008.43,6318277.37,10178587.87,-29481970.88,0,780855902.79,-95839083.91,0,-3922816.09,0,-141236248.5,-240998148.5,539857754.29,17666233.58,25770181.87,-15368338.32,-243019626.05,-22369151.91,8126776.36,43642246.26,-303578589.45,-489130267.66,50727486.6299999,50946101.1499999,218614.52,10066767,0,-18787709.09,0,33966234.86,0,0,0,1472810698.28,1506776933.14,246575.4,0,0,0,0,532057587.48,532057587.48,0,0,513294479.79,2552375575.81,1846843.04,2840494183.03,-2.38418579101563e-7,0,0,0,0,0,-2.38418579101563e-7,0,0,-1.86264514923096e-7,281420799.61,112981125.15,394401924.76,0,394401924.76,2020025900.99,778475.64,778475.64,0,0,0,964091659.94,2892924275.6,2984896036.57,2892924275.6,0.0942816085257649,0.132132549987642,0.0642582250718527,0.0642582250718527,0.132132549987642,0.132132549987642,1,1,0,0.136333304015778,NA,201812,OMNI - PRUDENCIAL,b1,C,Conglomerado,2,Privado nacional,199,58,SP,SAO PAULO,S4,199,50940,80460,6,0,0,,201701,6,OMNI - PRUDENCIAL,OMNI,,,X,F
1000080477,2018-12-31,3223706172.12,3223706172.12,2314952162.14,2713573809.34,2576946797.96,2576946797.96,510132362.78,510132362.78,29013530.59,29013530.59,8944446.43,369232750.75,181827903.95,1563657784,-34582224.68,1529075559.32,0,0,0,0,0,0,914676298.15,187621500.83,32327712.69,3223706172.12,132683120.85,0,62991444.24,-263853.84,0,195410711.25,-68926766.96,-26164685.36,0,-11202769.39,-17216075.78,-123510297.49,71900413.76,5437898.05,3427716.14,-32612422.59,-15301184.51,-7467237.69,184963.54,2686052.15,-751871.310000002,-44396086.22,27504327.54,40513024.7,13008697.16,-11499494.11,0,-18800000,0,72368365.34,0,87692316.78,0,1457730987.28,1617791669.4,0,218947040.61,0,272115966.17,0,-5.96046447753906e-8,491063006.78,468092121.78,96580.53,135358231.71,2712401610.2,1172199.14,3223706172.12,0,0,0,-4.76837158203125e-7,0,0,0,4.76837158203125e-7,0,5.96046447753906e-8,510132362.78,0,510132362.78,0,510132362.78,2909844504.18,271471402.79,271131389.57,0,340013.22,0,272395271.65,3417279509.73,3453711178.62,3417279509.73,0.147705565519765,0.147705565519765,0.0633528640341879,0.0633528640341879,0.147705565519765,0.147705565519765,1,1,0,0.149280256802964,23277226.8813874,201812,INDUSTRIAL DO BRASIL - PRUDENCIAL,b1,C,Conglomerado,2,Privado nacional,199,57,SP,SAO PAULO,S4,199,50988,80477,11,0,0,,201701,4,INDUSTRIAL DO BRASIL - PRUDENCIAL,INDUSTRIAL DO BRASIL,,,X,U
1000080484,2018-12-31,101884907625.37,101884907625.37,50217345701.26,92511312100.78,71110217009.53,71110217009.53,9373595524.59,9373595524.59,531044496.200002,531044496.200002,201873896.92,12439799598.38,31007992735.86,45258104775.13,-2847760990.34,42410343784.79,651391.32,191551008.33,484642.93,484642.93,-599071.09,192087971.49,12713455714.04,668604049.57,2251234517.25,101885392268.3,5185426568,98090662.62,1366032214.71,-655524798.76,35308319.5400001,6054115636.71,-2751820939.9,-168541985.08,-82119633.09,0,-974949850.44,-3977432408.51,2076683228.2,267974842.89,437201020.93,-676767874.15,-720607086.45,-185801644.24,191870337.37,536468809.95,-829896847.16,-979558440.86,1097124787.34,1026564387.36,-70560399.98,-387342390.26,-108177500.9,-36.34,24782670.6,144103390,0,1976280319.73,0,9964215470,12084599179.73,24839897412.33,450432026.9,1778267197.76,24804175427.71,531737169.11,2646775012.79,30211386834.27,3974333583.2,4127547260.53,17240120834.56,92477885104.62,33426996.16,101884907625.37,0,0,0,3.0517578125e-5,3.0517578125e-5,0,0,0,0,5.30481338500977e-6,6894914931.4,1163237192.24,8058152123.64,1300077168.94,9358229292.58,52202224332.39,1653699246.37,104927536.23,0,1521374608.69,27397101.45,5596622163.11,128107959093.79,59452545741.87,128107959093.79,0.115973417880812,0.135539227514777,0.208227006670487,0.208227006670487,0.157406704385905,0.157406704385905,1,1,0,0.0629012606292517,1569829212.95293,201812,VOTORANTIM - PRUDENCIAL,b1,C,Conglomerado,2,Privado nacional,199,64,SP,SAO PAULO,S2,199,51011,80484,93,0,0,,201701,7,VOTORANTIM - PRUDENCIAL,VOTORANTIM,,,X,U
1000080491,2018-12-31,31247237265.09,31247237265.09,2174013633.4,29619310418.24,4262164639.54,4262164639.54,1627926846.85,1627926846.85,53039211.1000009,53039211.1000009,6451612.97,3821182232.68,1452863680.89,604619764.17,0,604619764.17,0,0,0,0,0,0,25337428020.7,1740137.5,22951816.18,31247237265.09,19996505.09,0,171962664.04,56223757.2799997,0,248182926.41,-20127201.4,-54284864.04,0,-22763177.4499989,-6772199.09,-103947441.979999,144235484.430001,25521302.4,75120.54,-43672712.73,-24692313.9,-8390501.55,357798.67,116847267.99,-116560779.98,-50514818.56,93720665.8700009,93543246.5000009,-177419.37,-37743035.4,-2761000,-30000000,0,1398672.22,0,0,0,243017683.06,244416355.28,56318682.17,0,28611547.44,263427828.78,0,2.98023223876953e-8,292039376.22,3669390225.87,363839861.22,24992743121.45,29618747622.21,562796.03,31247237265.09,0,0,0,0,0,0,0,0,0,4.84287738800049e-7,1606294247.51,0,1606294247.51,0,1606294247.51,4196817345.69,1259481321.62,28158156.52,0,1231323165.1,0,348989678.03,32555752504.57,5805288345.34,32555752504.57,0.276694998070061,0.276694998070061,0.0141267225946775,0.0141267225946775,0.276694998070061,0.276694998070061,1,1,0,0.0493397978524538,NA,201812,CREDIT AGRICOLE - PRUDENCIAL,b1,C,Conglomerado,3,Estrangeiro,199,57,SP,SAO PAULO,S3,199,51066,80491,5,0,0,,201701,5,CREDIT AGRICOLE - PRUDENCIAL,CREDIT AGRICOLE,,,X,U
